request_id,hour,pickup_zone,dropoff_zone,vehicle_tier,distance_km,duration_min,weather_condition,precipitation_mm_h,visibility_km,temperature_c,congestion_index,traffic_incidents,active_drivers,open_requests,dsr_ratio,rider_loyalty,subtotal_base_fare,weather_multiplier,traffic_multiplier,dsr_multiplier,time_multiplier,total_surge_multiplier,final_fare,driver_payout,platform_commission,acceptance_probability,is_accepted,is_capped
REQ-002462,4,DOWNTOWN,TECH_CORRIDOR,XL,17.67,53.5,RAIN,13.6,4.8,30.8,0.21,0,60,37,0.62,REGULAR,75.21,0.403,0.0,0.0,0.0,1.4,105.29,81.98,23.31,0.7685,1,0
REQ-002463,3,SUBURB_NORTH,DOWNTOWN,PREMIUM,6.55,16.0,SNOW,6.1,4.8,-7.5,0.13,0,22,72,3.27,GOLD,39.94,0.619,0.0,0.794,0.15,2.56,102.25,82.92,19.33,0.249,1,0
REQ-002464,1,DOWNTOWN,SUBURB_NORTH,COMFORT,2.31,5.0,CLEAR,0.0,10.0,11.4,0.09,0,47,46,0.98,REGULAR,10.56,0.0,0.0,0.0,0.15,1.15,12.14,9.26,2.88,0.8581,1,0
REQ-002465,20,AIRPORT,FINANCIAL_DISTRICT,XL,7.88,23.8,RAIN,3.0,7.1,14.8,0.35,0,59,38,0.64,REGULAR,36.83,0.284,0.034,0.0,0.0,1.32,48.62,37.64,10.98,0.8009,1,0
REQ-002466,4,FINANCIAL_DISTRICT,TECH_CORRIDOR,COMFORT,13.97,32.0,CLEAR,0.0,10.0,24.5,0.43,0,45,29,0.64,REGULAR,41.95,0.0,0.074,0.0,0.0,1.07,44.89,33.96,10.93,0.88,1,0
REQ-002467,0,DOWNTOWN,FINANCIAL_DISTRICT,COMFORT,19.05,35.6,CLEAR,0.0,10.0,10.1,0.32,0,44,45,1.02,PLATINUM,51.95,0.065,0.023,0.0,0.15,1.24,64.42,49.56,14.86,0.9186,1,0
REQ-002468,4,AIRPORT,DOWNTOWN,COMFORT,7.49,22.1,CLEAR,0.0,10.0,28.1,0.27,0,28,70,2.5,REGULAR,26.81,0.053,0.009,0.525,0.0,1.59,42.63,33.55,9.08,0.6779,0,0
REQ-002469,7,TECH_CORRIDOR,AIRPORT,COMFORT,17.2,51.0,CLEAR,0.0,10.0,31.6,0.65,0,38,31,0.82,REGULAR,55.83,0.074,0.408,0.0,0.2,1.68,93.79,74.14,19.65,0.629,0,0
REQ-002470,16,DOWNTOWN,TECH_CORRIDOR,COMFORT,5.65,15.3,CLEAR,0.0,10.0,31.9,0.23,0,12,67,5.58,GOLD,20.71,0.0,0.002,1.2,0.0,2.2,45.56,36.66,8.9,0.4403,1,0
REQ-002471,20,TECH_CORRIDOR,FINANCIAL_DISTRICT,STANDARD,7.13,19.2,CLEAR,0.0,10.0,25.0,0.1,0,11,42,3.82,REGULAR,18.63,0.0,0.0,0.987,0.0,1.99,37.07,29.65,7.42,0.4462,1,0
REQ-002472,15,AIRPORT,SUBURB_NORTH,XL,10.02,24.2,HEAVY_RAIN,20.6,1.3,11.3,0.31,0,21,43,2.05,REGULAR,41.56,0.902,0.02,0.367,0.0,2.29,95.17,76.74,18.43,0.2817,1,0
REQ-002473,16,DOWNTOWN,FINANCIAL_DISTRICT,COMFORT,16.68,47.4,FOG,0.0,10.0,6.6,0.34,0,45,80,1.78,GOLD,53.35,0.261,0.03,0.273,0.0,1.56,83.23,65.41,17.82,0.7852,0,0
REQ-002474,11,TECH_CORRIDOR,SUBURB_NORTH,XL,7.7,14.6,CLEAR,0.0,10.0,13.0,0.39,0,10,67,6.7,GOLD,30.93,0.0,0.053,1.2,0.0,2.25,69.59,56.06,13.53,0.411,1,0
REQ-002475,12,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,18.76,51.2,CLEAR,0.0,10.0,29.4,0.28,0,52,21,0.4,PLATINUM,44.37,0.0,0.011,0.0,0.0,1.01,44.81,33.65,11.16,0.9515,0,0
REQ-002476,7,TECH_CORRIDOR,AIRPORT,XL,21.33,39.2,CLEAR,0.0,10.0,24.6,0.52,1,39,73,1.87,REGULAR,74.31,0.034,0.381,0.304,0.2,1.92,142.68,113.85,28.83,0.488,0,0
REQ-002477,0,DOWNTOWN,AIRPORT,PREMIUM,16.88,45.8,CLEAR,0.0,10.0,26.9,0.4,0,31,76,2.45,REGULAR,94.19,0.0,0.058,0.508,0.15,1.72,162.01,128.29,33.72,0.6064,1,0
REQ-002478,22,DOWNTOWN,TECH_CORRIDOR,COMFORT,23.53,57.1,CLEAR,0.0,10.0,13.1,0.42,0,58,51,0.88,REGULAR,69.02,0.0,0.069,0.0,0.0,1.07,73.85,55.87,17.98,0.88,1,0
REQ-002479,12,AIRPORT,FINANCIAL_DISTRICT,STANDARD,10.72,32.7,RAIN,14.3,6.5,8.2,0.23,0,54,14,0.26,REGULAR,27.85,0.411,0.002,0.0,0.0,1.41,39.27,30.59,8.68,0.7642,1,0
REQ-002480,10,TECH_CORRIDOR,DOWNTOWN,COMFORT,10.16,32.2,CLEAR,0.0,10.0,31.4,0.29,0,34,79,2.32,GOLD,35.75,0.0,0.014,0.462,0.0,1.48,52.91,41.4,11.51,0.8158,0,0
REQ-002481,14,AIRPORT,SUBURB_NORTH,XL,13.32,41.7,FOG,0.0,10.0,25.1,0.36,0,26,33,1.27,REGULAR,58.99,0.2,0.039,0.095,0.0,1.33,78.46,60.79,17.67,0.7971,1,0
REQ-002482,22,DOWNTOWN,SUBURB_NORTH,STANDARD,27.32,84.4,DRIZZLE,0.0,10.0,16.3,0.16,0,15,60,4.0,REGULAR,66.69,0.121,0.0,1.05,0.0,2.17,144.72,116.34,28.38,0.3434,0,0
REQ-002483,7,TECH_CORRIDOR,FINANCIAL_DISTRICT,STANDARD,26.04,47.7,HEAVY_RAIN,54.6,0.7,28.6,0.68,1,48,71,1.48,REGULAR,52.25,1.2,0.566,0.168,0.2,3.13,163.54,133.78,29.76,0.0496,0,0
REQ-002484,0,AIRPORT,SUBURB_NORTH,PREMIUM,11.34,28.7,BLIZZARD,20.5,2.7,-10.6,0.39,0,41,37,0.9,REGULAR,64.14,1.2,0.053,0.0,0.15,2.4,153.94,124.44,29.5,0.2315,0,0
REQ-002485,17,SUBURB_NORTH,AIRPORT,COMFORT,11.39,20.8,DRIZZLE,0.0,10.0,8.8,0.59,0,13,34,2.62,REGULAR,32.65,0.1,0.337,0.567,0.25,2.25,73.46,59.18,14.28,0.3015,0,0
REQ-002486,5,TECH_CORRIDOR,AIRPORT,STANDARD,4.32,10.8,DRIZZLE,0.0,10.0,7.9,0.19,0,43,25,0.58,REGULAR,12.18,0.126,0.0,0.0,0.0,1.13,13.76,10.48,3.28,0.8639,1,0
REQ-002487,14,DOWNTOWN,SUBURB_NORTH,COMFORT,4.83,15.1,HEAVY_RAIN,57.2,0.7,18.4,0.22,0,38,59,1.55,GOLD,19.26,1.2,0.001,0.193,0.0,2.39,46.03,37.2,8.83,0.3327,0,0
REQ-002488,7,DOWNTOWN,FINANCIAL_DISTRICT,COMFORT,22.2,44.8,CLEAR,0.0,10.0,17.4,0.47,0,34,75,2.21,REGULAR,61.29,0.0,0.099,0.423,0.2,1.72,105.42,83.48,21.94,0.6064,1,0
REQ-002489,16,SUBURB_NORTH,TECH_CORRIDOR,XL,11.5,36.0,DRIZZLE,0.0,10.0,25.5,0.17,0,19,75,3.95,GOLD,51.75,0.1,0.0,1.032,0.0,2.13,110.23,88.52,21.71,0.482,1,0
REQ-002490,23,DOWNTOWN,AIRPORT,PREMIUM,18.45,40.2,DRIZZLE,0.0,10.0,12.5,0.33,0,45,68,1.51,GOLD,93.83,0.1,0.027,0.178,0.15,1.45,136.05,106.26,29.79,0.8264,1,0
REQ-002491,16,TECH_CORRIDOR,DOWNTOWN,XL,25.8,57.3,THUNDERSTORM,43.0,1.3,29.0,0.17,0,42,42,1.0,GOLD,94.56,1.2,0.0,0.0,0.0,2.2,208.03,167.37,40.66,0.4403,1,0
REQ-002492,16,TECH_CORRIDOR,FINANCIAL_DISTRICT,XL,16.57,49.4,CLEAR,0.0,10.0,5.5,0.35,0,51,71,1.39,REGULAR,70.44,0.069,0.034,0.136,0.0,1.24,87.35,67.2,20.15,0.8298,1,0
REQ-002493,7,TECH_CORRIDOR,SUBURB_NORTH,COMFORT,13.77,25.7,CLEAR,0.0,10.0,9.0,0.44,0,16,78,4.88,REGULAR,38.78,0.0,0.08,1.2,0.2,2.48,96.17,77.87,18.3,0.1991,0,0
REQ-002494,1,SUBURB_NORTH,TECH_CORRIDOR,PREMIUM,13.05,40.9,DRIZZLE,0.0,10.0,7.2,0.13,0,24,26,1.08,REGULAR,79.31,0.1,0.0,0.0,0.15,1.25,99.14,76.34,22.8,0.8264,1,0
REQ-002495,15,TECH_CORRIDOR,FINANCIAL_DISTRICT,STANDARD,13.66,41.1,HEAVY_RAIN,53.9,1.8,14.6,0.23,2,31,65,2.1,GOLD,34.45,1.2,0.242,0.385,0.0,2.83,97.49,79.42,18.07,0.1478,0,0
REQ-002496,8,TECH_CORRIDOR,SUBURB_NORTH,PREMIUM,3.21,7.1,RAIN,8.7,5.9,27.3,0.42,0,37,17,0.46,REGULAR,23.02,0.348,0.069,0.0,0.2,1.62,37.29,29.39,7.9,0.662,1,0
REQ-002497,19,DOWNTOWN,FINANCIAL_DISTRICT,XL,11.58,25.4,CLEAR,0.0,10.0,22.3,0.71,0,59,51,0.86,REGULAR,45.56,0.017,0.486,0.0,0.25,1.75,79.73,63.21,16.52,0.589,1,0
REQ-002498,23,FINANCIAL_DISTRICT,TECH_CORRIDOR,XL,26.69,58.0,CLEAR,0.0,10.0,14.6,0.33,0,56,62,1.11,REGULAR,96.85,0.002,0.027,0.0,0.15,1.18,114.28,87.45,26.83,0.8492,1,0
REQ-002499,0,AIRPORT,FINANCIAL_DISTRICT,STANDARD,20.42,64.9,FOG,0.0,10.0,29.3,0.36,0,54,70,1.3,REGULAR,51.24,0.268,0.039,0.105,0.15,1.56,79.93,62.82,17.11,0.6934,1,0
REQ-002500,17,FINANCIAL_DISTRICT,TECH_CORRIDOR,PREMIUM,16.87,46.2,CLEAR,0.0,10.0,30.6,0.85,0,55,64,1.16,GOLD,94.51,0.0,0.689,0.0,0.25,1.94,183.35,146.4,36.95,0.5948,1,0
REQ-002501,14,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,22.49,46.4,CLEAR,0.0,10.0,28.6,0.12,0,60,46,0.77,REGULAR,47.35,0.0,0.0,0.0,0.0,1.0,47.35,35.51,11.84,0.8966,1,0
REQ-002502,7,DOWNTOWN,TECH_CORRIDOR,PREMIUM,22.85,55.0,CLEAR,0.0,10.0,28.5,0.64,1,39,23,0.59,REGULAR,118.73,0.0,0.515,0.0,0.2,1.72,204.22,161.71,42.51,0.6064,1,0
REQ-002503,18,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,7.02,19.3,CLEAR,0.0,10.0,28.1,0.76,0,10,22,2.2,REGULAR,44.07,0.0,0.555,0.42,0.25,2.23,98.28,79.13,19.15,0.3117,1,0
REQ-002504,6,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,14.49,36.4,CLEAR,0.0,10.0,23.1,0.08,0,27,12,0.44,REGULAR,33.85,0.0,0.0,0.0,0.0,1.0,33.85,25.39,8.46,0.8966,0,0
REQ-002505,18,SUBURB_NORTH,AIRPORT,COMFORT,6.62,21.1,HEAVY_RAIN,27.0,2.5,21.8,0.4,0,48,55,1.15,PLATINUM,24.92,0.854,0.058,0.0,0.25,2.16,53.83,43.26,10.57,0.5538,0,0
REQ-002506,7,DOWNTOWN,AIRPORT,XL,12.93,28.0,CLEAR,0.0,10.0,7.9,0.61,0,35,55,1.57,REGULAR,49.95,0.0,0.359,0.2,0.2,1.76,87.91,69.73,18.18,0.5832,1,0
REQ-002507,18,DOWNTOWN,AIRPORT,STANDARD,23.05,68.2,RAIN,12.0,4.2,14.9,0.84,0,24,29,1.21,REGULAR,55.68,0.453,0.675,0.073,0.25,2.45,136.42,110.39,26.03,0.2108,0,0
REQ-002508,21,AIRPORT,FINANCIAL_DISTRICT,COMFORT,20.75,47.7,RAIN,15.0,7.5,19.3,0.15,0,48,80,1.67,REGULAR,60.21,0.419,0.0,0.234,0.0,1.65,99.35,78.43,20.92,0.6457,1,0
REQ-002509,4,FINANCIAL_DISTRICT,DOWNTOWN,COMFORT,24.73,61.0,DRIZZLE,0.0,10.0,7.1,0.13,1,18,55,3.06,REGULAR,72.75,0.1,0.12,0.721,0.0,1.94,141.13,112.69,28.44,0.476,0,0
REQ-002510,4,AIRPORT,FINANCIAL_DISTRICT,COMFORT,13.04,34.7,CLEAR,0.0,10.0,27.7,0.32,0,37,28,0.76,REGULAR,41.64,0.0,0.023,0.0,0.0,1.02,42.47,31.94,10.53,0.8921,1,0
REQ-002511,16,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,21.08,63.9,DRIZZLE,0.0,10.0,12.2,0.37,0,36,31,0.86,REGULAR,68.03,0.1,0.043,0.0,0.0,1.14,77.55,59.11,18.44,0.861,1,0
REQ-002512,12,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,3.35,6.1,RAIN,13.3,4.7,15.2,0.37,0,26,22,0.85,GOLD,9.32,0.4,0.043,0.0,0.0,1.44,13.42,10.47,2.95,0.8298,1,0
REQ-002513,2,DOWNTOWN,FINANCIAL_DISTRICT,COMFORT,2.47,4.5,RAIN,3.1,7.2,20.3,0.36,0,23,68,2.96,REGULAR,10.6,0.285,0.039,0.686,0.15,2.16,22.9,18.4,4.5,0.3489,0,0
REQ-002514,19,SUBURB_NORTH,AIRPORT,PREMIUM,15.76,30.6,CLEAR,0.0,10.0,26.6,0.44,0,12,20,1.67,REGULAR,78.14,0.0,0.08,0.234,0.25,1.56,121.9,95.8,26.1,0.6934,1,0
REQ-002515,2,AIRPORT,SUBURB_NORTH,XL,12.29,36.6,RAIN,8.7,6.8,24.5,0.44,0,20,21,1.05,PLATINUM,53.77,0.348,0.08,0.0,0.15,1.58,84.96,66.84,18.12,0.8331,1,0
REQ-002516,3,SUBURB_NORTH,DOWNTOWN,PREMIUM,27.97,50.6,RAIN,11.4,8.0,31.3,0.14,0,48,15,0.31,REGULAR,129.33,0.378,0.0,0.0,0.15,1.53,197.87,155.26,42.61,0.7085,0,0
REQ-002517,2,DOWNTOWN,FINANCIAL_DISTRICT,XL,16.71,39.8,HEAVY_RAIN,59.2,2.0,9.3,0.43,0,8,63,7.88,REGULAR,64.97,1.2,0.074,1.2,0.15,3.5,227.39,186.78,40.61,0.021,0,1
REQ-002518,20,AIRPORT,SUBURB_NORTH,PREMIUM,26.09,48.9,CLEAR,0.0,10.0,7.3,0.15,0,25,70,2.8,REGULAR,122.61,0.067,0.0,0.63,0.0,1.7,208.44,164.91,43.53,0.6177,0,0
REQ-002519,10,DOWNTOWN,FINANCIAL_DISTRICT,XL,10.81,20.7,RAIN,14.1,6.8,20.4,0.44,0,48,62,1.29,REGULAR,41.12,0.409,0.08,0.102,0.0,1.59,65.38,51.46,13.92,0.6779,0,0
REQ-002520,8,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,22.77,63.4,RAIN,14.8,6.0,18.1,0.42,0,29,58,2.0,REGULAR,70.6,0.416,0.069,0.35,0.2,2.04,144.02,115.36,28.66,0.4168,0,0
REQ-002521,8,DOWNTOWN,SUBURB_NORTH,COMFORT,6.67,15.7,RAIN,7.6,7.5,22.9,0.59,1,54,72,1.33,REGULAR,22.57,0.336,0.456,0.116,0.2,2.11,47.62,38.22,9.4,0.3766,1,0
REQ-002522,3,DOWNTOWN,AIRPORT,PREMIUM,22.21,43.4,CLEAR,0.0,10.0,20.1,0.2,0,12,73,6.08,REGULAR,107.08,0.019,0.0,1.2,0.15,2.37,253.78,205.0,48.78,0.2445,0,0
REQ-002523,23,AIRPORT,TECH_CORRIDOR,STANDARD,16.47,38.9,CLEAR,0.0,10.0,28.0,0.07,0,27,45,1.67,GOLD,37.2,0.0,0.0,0.234,0.15,1.38,51.34,39.92,11.42,0.8492,1,0
REQ-002524,16,AIRPORT,FINANCIAL_DISTRICT,PREMIUM,14.84,39.8,CLEAR,0.0,10.0,23.9,0.08,0,50,75,1.5,REGULAR,83.38,0.036,0.0,0.175,0.0,1.21,100.89,77.42,23.47,0.8397,0,0
REQ-002525,14,FINANCIAL_DISTRICT,TECH_CORRIDOR,XL,24.82,77.6,CLEAR,0.0,10.0,8.9,0.34,0,17,10,0.59,REGULAR,104.68,0.0,0.03,0.0,0.0,1.03,107.82,81.18,26.64,0.8897,1,0
REQ-002526,17,TECH_CORRIDOR,DOWNTOWN,PREMIUM,18.99,35.4,CLEAR,0.0,10.0,12.1,0.66,0,46,69,1.5,REGULAR,91.26,0.0,0.42,0.175,0.25,1.84,167.92,133.61,34.31,0.5359,0,0
REQ-002527,2,DOWNTOWN,SUBURB_NORTH,XL,5.16,12.6,CLEAR,0.0,10.0,5.8,0.06,0,30,24,0.8,GOLD,24.4,0.0,0.0,0.0,0.15,1.15,28.06,21.41,6.65,0.9072,1,0
REQ-002528,5,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,25.73,66.3,CLEAR,0.0,10.0,31.3,0.22,0,38,71,1.87,GOLD,136.39,0.0,0.001,0.304,0.0,1.3,177.31,137.07,40.24,0.8721,1,0
REQ-002529,5,SUBURB_NORTH,FINANCIAL_DISTRICT,STANDARD,17.71,35.8,DRIZZLE,0.0,10.0,11.3,0.1,0,45,29,0.64,REGULAR,37.67,0.1,0.0,0.0,0.0,1.1,41.44,31.46,9.98,0.8721,1,0
REQ-002530,14,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,15.9,33.0,THUNDERSTORM,31.2,2.2,29.2,0.09,0,45,44,0.98,GOLD,80.57,1.181,0.0,0.0,0.0,2.18,175.64,141.24,34.4,0.4521,0,0
REQ-002531,10,SUBURB_NORTH,DOWNTOWN,STANDARD,6.59,19.0,RAIN,12.6,4.2,10.8,0.06,0,30,72,2.4,GOLD,17.89,0.392,0.0,0.49,0.0,1.88,33.63,26.8,6.83,0.629,1,0
REQ-002532,12,DOWNTOWN,TECH_CORRIDOR,COMFORT,20.66,58.5,RAIN,8.5,4.9,15.0,0.19,0,15,60,4.0,REGULAR,64.91,0.346,0.0,1.05,0.0,2.4,155.78,125.92,29.86,0.2315,0,0
REQ-002533,11,DOWNTOWN,TECH_CORRIDOR,PREMIUM,5.94,15.5,CLEAR,0.0,10.0,15.7,0.13,0,57,56,0.98,REGULAR,37.8,0.044,0.0,0.0,0.0,1.04,39.31,29.63,9.68,0.8874,1,0
REQ-002534,19,TECH_CORRIDOR,SUBURB_NORTH,COMFORT,26.08,76.5,CLEAR,0.0,10.0,13.8,0.42,0,9,59,6.56,REGULAR,81.96,0.0,0.069,1.2,0.25,2.52,206.54,167.36,39.18,0.1842,1,0
REQ-002535,17,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,23.38,71.7,CLEAR,0.0,10.0,7.6,0.81,0,15,17,1.13,PLATINUM,75.35,0.034,0.628,0.0,0.25,1.91,143.92,114.8,29.12,0.6934,1,0
REQ-002536,7,SUBURB_NORTH,TECH_CORRIDOR,XL,16.04,40.4,HEAVY_RAIN,50.2,2.5,11.2,0.4,0,59,50,0.85,GOLD,63.92,1.115,0.058,0.0,0.2,2.37,151.49,122.37,29.12,0.3434,0,0
REQ-002537,21,DOWNTOWN,TECH_CORRIDOR,STANDARD,11.98,31.0,CLEAR,0.0,10.0,15.1,0.16,0,11,50,4.55,GOLD,28.83,0.021,0.0,1.2,0.0,2.22,64.0,51.52,12.48,0.4285,0,0
REQ-002538,16,DOWNTOWN,SUBURB_NORTH,PREMIUM,2.38,5.9,DRIZZLE,0.0,10.0,9.3,0.16,1,20,10,0.5,REGULAR,19.68,0.1,0.12,0.0,0.0,1.22,24.01,18.44,5.57,0.8364,1,0
REQ-002539,10,AIRPORT,DOWNTOWN,STANDARD,25.27,64.8,THUNDERSTORM,33.1,1.7,29.4,0.05,0,9,58,6.44,REGULAR,57.27,1.2,0.0,1.2,0.0,3.4,194.72,159.78,34.94,0.0266,0,0
REQ-002540,5,AIRPORT,DOWNTOWN,PREMIUM,6.26,14.0,CLEAR,0.0,10.0,23.7,0.19,0,11,24,2.18,REGULAR,37.43,0.07,0.0,0.413,0.0,1.48,55.4,43.35,12.05,0.7326,1,0
REQ-002541,15,SUBURB_NORTH,DOWNTOWN,STANDARD,22.83,58.8,DRIZZLE,0.0,10.0,31.5,0.34,1,47,25,0.53,GOLD,52.12,0.1,0.15,0.0,0.0,1.25,65.15,50.17,14.98,0.8849,1,0
REQ-002542,3,DOWNTOWN,FINANCIAL_DISTRICT,XL,21.47,63.3,CLEAR,0.0,10.0,31.1,0.05,0,25,57,2.28,REGULAR,89.07,0.063,0.0,0.448,0.15,1.66,147.86,116.77,31.09,0.6401,1,0
REQ-002543,13,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,22.86,46.1,RAIN,4.7,7.1,20.2,0.28,0,47,35,0.74,REGULAR,62.97,0.353,0.011,0.0,0.0,1.36,85.64,66.5,19.14,0.7852,0,0
REQ-002544,1,AIRPORT,FINANCIAL_DISTRICT,COMFORT,17.67,41.1,CLEAR,0.0,10.0,10.4,0.23,1,60,25,0.42,REGULAR,52.16,0.025,0.122,0.0,0.15,1.3,67.81,52.42,15.39,0.8085,1,0
REQ-002545,2,AIRPORT,DOWNTOWN,COMFORT,18.77,47.9,DRIZZLE,0.0,10.0,29.1,0.16,0,35,54,1.54,REGULAR,57.02,0.1,0.0,0.189,0.15,1.44,82.11,64.09,18.02,0.751,1,0
REQ-002546,3,AIRPORT,SUBURB_NORTH,XL,11.69,27.9,CLEAR,0.0,10.0,25.4,0.45,0,22,23,1.05,REGULAR,47.29,0.0,0.086,0.0,0.15,1.24,58.64,45.12,13.52,0.8298,1,0
REQ-002547,21,TECH_CORRIDOR,SUBURB_NORTH,PREMIUM,22.31,47.6,RAIN,4.5,4.0,9.2,0.15,0,48,40,0.83,REGULAR,110.93,0.33,0.0,0.0,0.0,1.33,147.54,114.32,33.22,0.7971,1,0
REQ-002548,21,DOWNTOWN,AIRPORT,XL,2.7,7.6,CLEAR,0.0,10.0,5.4,0.36,0,35,58,1.66,REGULAR,16.23,0.0,0.039,0.231,0.0,1.27,20.61,15.9,4.71,0.8194,1,0
REQ-002549,14,DOWNTOWN,TECH_CORRIDOR,COMFORT,12.11,34.3,CLEAR,0.0,10.0,24.8,0.43,0,30,36,1.2,PLATINUM,39.91,0.0,0.074,0.0,0.0,1.07,42.7,32.3,10.4,0.9444,1,0
REQ-002550,1,TECH_CORRIDOR,DOWNTOWN,COMFORT,7.23,22.0,DRIZZLE,0.0,10.0,5.8,0.45,0,39,16,0.41,REGULAR,26.33,0.1,0.086,0.0,0.15,1.34,35.28,27.36,7.92,0.7931,1,0
REQ-002551,21,DOWNTOWN,TECH_CORRIDOR,COMFORT,4.71,12.2,DRIZZLE,0.0,10.0,26.5,0.22,0,51,32,0.63,REGULAR,17.76,0.131,0.001,0.0,0.0,1.13,20.07,15.28,4.79,0.8639,1,0
REQ-002552,12,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,2.36,6.8,HEAVY_RAIN,40.2,2.8,6.7,0.24,1,54,30,0.56,REGULAR,8.33,1.026,0.123,0.0,0.0,2.15,17.91,14.39,3.52,0.3543,0,0
REQ-002553,17,AIRPORT,TECH_CORRIDOR,XL,15.09,27.7,RAIN,11.1,6.4,9.2,0.7,0,46,66,1.43,REGULAR,54.31,0.375,0.472,0.15,0.25,2.25,122.2,98.44,23.76,0.3015,1,0
REQ-002554,19,TECH_CORRIDOR,DOWNTOWN,COMFORT,8.87,25.0,CLEAR,0.0,10.0,28.0,0.52,0,43,15,0.35,PLATINUM,30.39,0.047,0.261,0.0,0.25,1.56,47.41,37.26,10.15,0.8397,1,0
REQ-002555,10,AIRPORT,FINANCIAL_DISTRICT,COMFORT,8.63,26.4,CLEAR,0.0,10.0,29.8,0.34,1,11,33,3.0,REGULAR,30.62,0.0,0.15,0.7,0.0,1.85,56.65,45.09,11.56,0.53,1,0
REQ-002556,13,TECH_CORRIDOR,DOWNTOWN,PREMIUM,20.28,57.7,CLEAR,0.0,10.0,13.6,0.4,0,22,13,0.59,REGULAR,113.83,0.0,0.058,0.0,0.0,1.06,120.66,91.18,29.48,0.8825,1,0
REQ-002557,20,DOWNTOWN,AIRPORT,PREMIUM,15.62,48.3,RAIN,11.5,7.4,16.8,0.34,0,9,46,5.11,PLATINUM,92.79,0.379,0.03,1.2,0.0,2.61,242.18,196.57,45.61,0.2965,1,0
REQ-002558,6,AIRPORT,TECH_CORRIDOR,STANDARD,8.11,22.9,RAIN,6.4,4.7,31.2,0.32,0,38,45,1.18,PLATINUM,21.15,0.356,0.023,0.0,0.0,1.38,29.19,22.7,6.49,0.8897,1,0
REQ-002559,7,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,27.38,55.4,RAIN,3.5,6.6,21.6,0.46,0,36,76,2.11,REGULAR,131.75,0.289,0.093,0.388,0.2,1.97,259.55,207.44,52.11,0.4581,0,0
REQ-002560,13,AIRPORT,DOWNTOWN,STANDARD,10.63,25.8,BLIZZARD,25.6,2.0,-7.3,0.22,0,29,48,1.66,REGULAR,25.32,1.2,0.001,0.231,0.0,2.43,61.53,49.77,11.76,0.2189,0,0
REQ-002561,19,SUBURB_NORTH,TECH_CORRIDOR,PREMIUM,6.54,13.4,CLEAR,0.0,10.0,17.5,0.72,0,35,13,0.37,REGULAR,37.7,0.0,0.499,0.0,0.25,1.75,65.98,52.31,13.67,0.589,0,0
REQ-002562,7,AIRPORT,DOWNTOWN,COMFORT,15.44,37.3,DRIZZLE,0.0,10.0,23.1,0.85,0,42,77,1.83,REGULAR,46.77,0.1,0.689,0.29,0.2,2.28,106.64,85.97,20.67,0.2866,1,0
REQ-002563,13,AIRPORT,TECH_CORRIDOR,PREMIUM,6.85,16.3,FOG,0.0,10.0,6.6,0.2,0,43,49,1.14,REGULAR,41.04,0.2,0.0,0.0,0.0,1.2,49.25,37.76,11.49,0.8429,1,0
REQ-002564,20,DOWNTOWN,SUBURB_NORTH,COMFORT,12.67,31.3,CLEAR,0.0,10.0,22.5,0.34,1,35,62,1.77,GOLD,39.5,0.0,0.15,0.269,0.0,1.42,56.09,43.73,12.36,0.8364,0,0
REQ-002565,18,DOWNTOWN,TECH_CORRIDOR,STANDARD,9.4,27.2,THUNDERSTORM,23.3,0.6,7.9,0.78,0,29,49,1.69,PLATINUM,24.27,1.2,0.582,0.241,0.25,3.27,79.36,65.03,14.33,0.0796,0,0
REQ-002566,12,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,25.01,75.5,CLEAR,0.0,10.0,24.9,0.17,0,59,10,0.17,PLATINUM,142.2,0.0,0.0,0.0,0.0,1.0,142.2,106.65,35.55,0.9526,1,0
REQ-002567,1,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,19.85,58.6,CLEAR,0.0,10.0,30.9,0.21,0,33,23,0.7,REGULAR,113.39,0.0,0.0,0.0,0.15,1.15,130.4,99.5,30.9,0.8581,1,0
REQ-002568,2,TECH_CORRIDOR,SUBURB_NORTH,STANDARD,24.48,72.0,CLEAR,0.0,10.0,29.6,0.11,1,9,62,6.89,REGULAR,58.8,0.0,0.12,1.2,0.15,2.47,145.24,117.57,27.67,0.2029,1,0
REQ-002569,20,SUBURB_NORTH,TECH_CORRIDOR,XL,8.38,24.8,CLEAR,0.0,10.0,23.1,0.42,0,11,50,4.55,PLATINUM,38.48,0.0,0.069,1.2,0.0,2.27,87.35,70.4,16.95,0.488,1,0
